success,trial_type,trial_index,time_elapsed,internal_node_id,line_1,line_2,line_3,rt,phase,first_stage,last_stage,show_money_val,p_o1,safe_val,o1_val,o2_val,o1_image,o2_image,safe_image,choice_image,key_press_num,choice,accept,outcome_reached,points_received,choice_number,correct_image,correct_name,use_image,use_outcome,correct,key,p_o1_c1,p_o1_c2,chosen_side,chosen_machine,outcome_im,points_recieved,correct_response,C1,C2
,evan-display-text,14,38490,0.0-14.0,You'll now play the BARRELL slot machine.,"For each game, press 1 to play the machine.",Please pay attention! There will be checks.,1684.945,TRAIN INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,evan-run-trial,15,41241,0.0-15.0,,,,518.9350001,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In06.png,49,1,,2,10,3,,,,,,,,,,,,,,,
,evan-run-trial,16,43694,0.0-16.0,,,,217.4149998,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In06.png,49,1,,1,10,3,,,,,,,,,,,,,,,
,evan-run-trial,17,46144,0.0-17.0,,,,210.8549997,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In06.png,49,1,,2,10,3,,,,,,,,,,,,,,,
,evan-run-trial,18,48680,0.0-18.0,,,,303.0599998,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In06.png,49,1,,1,10,3,,,,,,,,,,,,,,,
,evan-info-quiz,19,50271,0.0-19.0,,,,1086.725,,,,,,,,,,,,,,,,,,,Stimuli/MEG_Stimuli/intermediate/In01.png,WALLET,TRUE,TRUE,1,51,,,,,,,,,
,evan-run-trial,20,52801,0.0-20.0,,,,272.4299999,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In06.png,49,1,,2,10,3,,,,,,,,,,,,,,,
,evan-run-trial,21,55271,0.0-21.0,,,,240.5699999,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In06.png,49,1,,1,10,3,,,,,,,,,,,,,,,
,evan-info-quiz,22,56639,0.0-22.0,,,,864.0950001,,,,,,,,,,,,,,,,,,,Stimuli/MEG_Stimuli/intermediate/In01.png,WALLET,TRUE,TRUE,1,51,,,,,,,,,
,evan-run-trial,23,59223,0.0-23.0,,,,353.5249997,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In06.png,49,1,,2,10,3,,,,,,,,,,,,,,,
,evan-info-quiz,24,61215,0.0-24.0,,,,1487.985,,,,,,,,,,,,,,,,,,,Stimuli/MEG_Stimuli/intermediate/In06.png,BARRELL,FALSE,FALSE,1,49,,,,,,,,,
,evan-run-trial,25,63761,0.0-25.0,,,,289.9349998,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In06.png,49,1,,1,10,3,,,,,,,,,,,,,,,
,evan-run-trial,26,66296,0.0-26.0,,,,303.9299999,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In06.png,49,1,,1,10,3,,,,,,,,,,,,,,,
,evan-run-trial,27,68815,0.0-27.0,,,,279.8450002,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In06.png,49,1,,1,10,3,,,,,,,,,,,,,,,
,evan-display-text,28,80906,0.0-28.0,You'll now make some choices between the MARBLES and the BARRELL machines to earn points!,Press 1 to select the LEFT machine and 2 to select the RIGHT machine.,"Before each choice, you'll be shown the number of points for each banknote. Pay attention!",12089.57,TRAIN INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,evan-two-stim-choice,29,89799,0.0-29.0,,,,1974.82,TRAIN CHOICE,1,4,,,,0,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,2,,,,,,,,,0.4,0.6,2,1,Stimuli/MEG_Stimuli/intermediate/In02.png,10,TRUE,2,3
,evan-two-stim-choice,30,100157,0.0-30.0,,,,3435.54,TRAIN CHOICE,1,4,,,,0,-10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,49,,,1,,,,,,,,,0.4,0.6,1,2,Stimuli/MEG_Stimuli/intermediate/In01.png,0,TRUE,2,3
,evan-two-stim-choice,31,109798,0.0-31.0,,,,2725.775,TRAIN CHOICE,1,4,,,,0,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,49,,,2,,,,,,,,,0.4,0.6,1,1,Stimuli/MEG_Stimuli/intermediate/In02.png,10,TRUE,2,3
,evan-two-stim-choice,32,118923,0.0-32.0,,,,2204.495,TRAIN CHOICE,1,4,,,,0,-10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,1,,,,,,,,,0.4,0.6,2,2,Stimuli/MEG_Stimuli/intermediate/In01.png,0,TRUE,2,3
,evan-two-stim-choice,33,126446,0.0-33.0,,,,615.9650004,TRAIN CHOICE,1,4,,,,-10,0,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,49,,,2,,,,,,,,,0.4,0.6,1,1,Stimuli/MEG_Stimuli/intermediate/In02.png,0,TRUE,2,3
,evan-two-stim-choice,34,134320,0.0-34.0,,,,948.6700003,TRAIN CHOICE,1,4,,,,0,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,2,,,,,,,,,0.4,0.6,2,1,Stimuli/MEG_Stimuli/intermediate/In02.png,10,TRUE,2,3
,evan-two-stim-choice,35,142160,0.0-35.0,,,,948.9500001,TRAIN CHOICE,1,4,,,,10,0,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,1,,,,,,,,,0.4,0.6,2,2,Stimuli/MEG_Stimuli/intermediate/In01.png,10,TRUE,2,3
,evan-two-stim-choice,36,150016,0.0-36.0,,,,964.5249997,TRAIN CHOICE,1,4,,,,-10,0,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,2,,,,,,,,,0.4,0.6,2,2,Stimuli/MEG_Stimuli/intermediate/In02.png,0,FALSE,2,3
,evan-two-stim-choice,37,159457,0.0-37.0,,,,2529.275,TRAIN CHOICE,1,4,,,,10,0,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,1,,,,,,,,,0.4,0.6,2,2,Stimuli/MEG_Stimuli/intermediate/In01.png,10,TRUE,2,3
,evan-two-stim-choice,38,167532,0.0-38.0,,,,1170.12,TRAIN CHOICE,1,4,,,,-10,0,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,2,,,,,,,,,0.4,0.6,2,1,Stimuli/MEG_Stimuli/intermediate/In02.png,0,TRUE,2,3
,evan-two-stim-choice,39,175805,0.0-39.0,,,,1368.69,TRAIN CHOICE,1,4,,,,10,0,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,2,,,,,,,,,0.4,0.6,2,2,Stimuli/MEG_Stimuli/intermediate/In02.png,0,TRUE,2,3
,evan-two-stim-choice,40,183996,0.0-40.0,,,,1287.315,TRAIN CHOICE,1,4,,,,0,-10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,49,,,1,,,,,,,,,0.4,0.6,1,2,Stimuli/MEG_Stimuli/intermediate/In01.png,0,TRUE,2,3
,evan-display-text,41,189770,0.0-41.0,You'll now play the ZEBRA slot machine.,"For each game, press 1 to play the machine.",Please pay attention! There will be checks.,5772.005,TRAIN INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,evan-run-trial,42,192853,0.0-42.0,,,,855.2100002,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In07.png,49,1,,1,10,4,,,,,,,,,,,,,,,
,evan-run-trial,43,195572,0.0-43.0,,,,490.09,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In07.png,49,1,,1,10,4,,,,,,,,,,,,,,,
,evan-run-trial,44,198109,0.0-44.0,,,,300.4999999,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In07.png,49,1,,1,10,4,,,,,,,,,,,,,,,
,evan-run-trial,45,200660,0.0-45.0,,,,308.1049998,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In07.png,49,1,,2,10,4,,,,,,,,,,,,,,,
,evan-run-trial,46,203228,0.0-46.0,,,,316.4949999,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In07.png,49,1,,1,10,4,,,,,,,,,,,,,,,
,evan-info-quiz,47,204655,0.0-47.0,,,,922.09,,,,,,,,,,,,,,,,,,,Stimuli/MEG_Stimuli/intermediate/In07.png,ZEBRA,TRUE,FALSE,1,50,,,,,,,,,
,evan-run-trial,48,210269,0.0-48.0,,,,3377.865,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In07.png,49,1,,1,10,4,,,,,,,,,,,,,,,
,evan-run-trial,49,212886,0.0-49.0,,,,370.6050003,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In07.png,49,1,,1,10,4,,,,,,,,,,,,,,,
,evan-run-trial,50,215506,0.0-50.0,,,,394.5049997,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In07.png,49,1,,1,10,4,,,,,,,,,,,,,,,
,evan-info-quiz,51,216991,0.0-51.0,,,,979.15,,,,,,,,,,,,,,,,,,,Stimuli/MEG_Stimuli/intermediate/In01.png,WALLET,FALSE,TRUE,1,49,,,,,,,,,
,evan-run-trial,52,219643,0.0-52.0,,,,416.9700001,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In07.png,49,1,,2,10,4,,,,,,,,,,,,,,,
,evan-info-quiz,53,220848,0.0-53.0,,,,700.6200003,,,,,,,,,,,,,,,,,,,Stimuli/MEG_Stimuli/intermediate/In02.png,SCISSORS,FALSE,TRUE,1,50,,,,,,,,,
,evan-run-trial,54,223495,0.0-54.0,,,,399.5850002,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In07.png,49,1,,1,10,4,,,,,,,,,,,,,,,
,evan-display-text,55,227898,0.0-55.0,You'll now play the KEY slot machine.,"For each game, press 1 to play the machine.",Please pay attention! There will be checks.,4401.175,TRAIN INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,evan-run-trial,56,230603,0.0-56.0,,,,469.3999998,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In04.png,49,1,,2,10,1,,,,,,,,,,,,,,,
,evan-info-quiz,57,233375,0.0-57.0,,,,2268.44,,,,,,,,,,,,,,,,,,,Stimuli/MEG_Stimuli/intermediate/In04.png,KEY,FALSE,FALSE,1,52,,,,,,,,,
,evan-run-trial,58,236040,0.0-58.0,,,,434.4350002,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In04.png,49,1,,2,10,1,,,,,,,,,,,,,,,
,evan-run-trial,59,238826,0.0-59.0,,,,535.5199999,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In04.png,49,1,,2,10,1,,,,,,,,,,,,,,,
,evan-run-trial,60,241295,0.0-60.0,,,,230.9599998,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In04.png,49,1,,2,10,1,,,,,,,,,,,,,,,
,evan-run-trial,61,243798,0.0-61.0,,,,257.0400001,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In04.png,49,1,,2,10,1,,,,,,,,,,,,,,,
,evan-run-trial,62,246248,0.0-62.0,,,,202.5950002,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In04.png,49,1,,1,10,1,,,,,,,,,,,,,,,
,evan-run-trial,63,248717,0.0-63.0,,,,231.3649999,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In04.png,49,1,,2,10,1,,,,,,,,,,,,,,,
,evan-run-trial,64,251269,0.0-64.0,,,,306.99,TRAIN OBSERVE,2,4,FALSE,1,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In04.png,49,1,,1,10,1,,,,,,,,,,,,,,,
,evan-info-quiz,65,252415,0.0-65.0,,,,641.425,,,,,,,,,,,,,,,,,,,Stimuli/MEG_Stimuli/intermediate/In01.png,WALLET,TRUE,TRUE,1,50,,,,,,,,,
,evan-run-trial,66,254890,0.0-66.0,,,,258.7349997,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In04.png,49,1,,2,10,1,,,,,,,,,,,,,,,
,evan-info-quiz,67,256256,0.0-67.0,,,,860.8800001,,,,,,,,,,,,,,,,,,,Stimuli/MEG_Stimuli/intermediate/In02.png,SCISSORS,TRUE,TRUE,1,51,,,,,,,,,
,evan-run-trial,68,258743,0.0-68.0,,,,241.6050001,TRAIN OBSERVE,2,4,FALSE,0,10,10,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,Stimuli/MEG_Stimuli/intermediate/In03.png,Stimuli/MEG_Stimuli/intermediate/In04.png,49,1,,2,10,1,,,,,,,,,,,,,,,
,evan-display-text,69,265434,0.0-69.0,You'll now make some choices between the KEY and the ZEBRA machines to earn points!,Press 1 to select the LEFT machine and 2 to select the RIGHT machine.,"Before each choice, you'll be shown the number of points for each banknote. Pay attention!",6687.615,TRAIN INFO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,evan-two-stim-choice,70,273072,0.0-70.0,,,,715.1099998,TRAIN CHOICE,1,4,,,,0,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,49,,,1,,,,,,,,,0.2,0.8,1,1,Stimuli/MEG_Stimuli/intermediate/In01.png,0,TRUE,1,4
,evan-two-stim-choice,71,281062,0.0-71.0,,,,1077.205,TRAIN CHOICE,1,4,,,,10,0,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,1,,,,,,,,,0.2,0.8,2,2,Stimuli/MEG_Stimuli/intermediate/In01.png,10,TRUE,1,4
,evan-two-stim-choice,72,290302,0.0-72.0,,,,2334.805,TRAIN CHOICE,1,4,,,,0,-10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,1,,,,,,,,,0.2,0.8,2,2,Stimuli/MEG_Stimuli/intermediate/In01.png,0,TRUE,1,4
,evan-two-stim-choice,73,298177,0.0-73.0,,,,948.7350001,TRAIN CHOICE,1,4,,,,0,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,49,,,2,,,,,,,,,0.2,0.8,1,1,Stimuli/MEG_Stimuli/intermediate/In02.png,10,TRUE,1,4
,evan-two-stim-choice,74,306833,0.0-74.0,,,,1731.5,TRAIN CHOICE,1,4,,,,0,-10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,1,,,,,,,,,0.2,0.8,2,2,Stimuli/MEG_Stimuli/intermediate/In01.png,0,TRUE,1,4
,evan-two-stim-choice,75,314306,0.0-75.0,,,,577.6399998,TRAIN CHOICE,1,4,,,,0,10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,2,,,,,,,,,0.2,0.8,2,1,Stimuli/MEG_Stimuli/intermediate/In02.png,10,TRUE,1,4
,evan-two-stim-choice,76,322329,0.0-76.0,,,,1088.555,TRAIN CHOICE,1,4,,,,0,-10,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,49,,,2,,,,,,,,,0.2,0.8,1,1,Stimuli/MEG_Stimuli/intermediate/In02.png,-10,FALSE,1,4
,evan-two-stim-choice,77,331205,0.0-77.0,,,,1976.815,TRAIN CHOICE,1,4,,,,-10,0,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,2,,,,,,,,,0.2,0.8,2,1,Stimuli/MEG_Stimuli/intermediate/In02.png,0,TRUE,1,4
,evan-two-stim-choice,78,338861,0.0-78.0,,,,719.3749999,TRAIN CHOICE,1,4,,,,10,0,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,49,,,1,,,,,,,,,0.2,0.8,1,2,Stimuli/MEG_Stimuli/intermediate/In01.png,10,TRUE,1,4
,evan-two-stim-choice,79,346417,0.0-79.0,,,,646.0150001,TRAIN CHOICE,1,4,,,,-10,0,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,50,,,2,,,,,,,,,0.2,0.8,2,1,Stimuli/MEG_Stimuli/intermediate/In02.png,0,TRUE,1,4
,evan-two-stim-choice,80,354808,0.0-80.0,,,,1491.7,TRAIN CHOICE,1,4,,,,-10,0,Stimuli/MEG_Stimuli/intermediate/In01.png,Stimuli/MEG_Stimuli/intermediate/In02.png,,,49,,,1,,,,,,,,,0.2,0.8,1,2,Stimuli/MEG_Stimuli/intermediate/In01.png,-10,FALSE,1,4
